ticket_id,account_id,created_date,category,priority,resolution_time_hours,satisfaction_score
TCK-0007829,ACC-101618,2022-07-01,Feature Request,High,0.9,1.0
TCK-0007830,ACC-101618,08/06/2024,Other,Medium,10.4,5.0
TCK-0007831,ACC-101618,2025-06-20,Feature Request,Medium,6.8,3.0
TCK-0007832,ACC-101618,07/13/2024,Billing,Low,6.0,3.0
TCK-0007833,ACC-103361,2024-10-24,Integration Help,Low,35.3,2.0
TCK-0007834,ACC-103361,2024-09-12,Feature Request,High,0.2,5.0
TCK-0007835,ACC-103361,08-Sep-2024,Bug Report,Low,4.8,
TCK-0007836,ACC-103361,2024-10-03,Account Access,High,9.5,5.0
TCK-0007837,ACC-104421,2025-08-24,Feature Request,High,1.4,4.0
TCK-0007838,ACC-104421,2025-11-25,Feature Request,Low,3.3,2.0
TCK-0007839,ACC-104421,03/14/2026,Integration Help,Low,10.5,3.0
TCK-0007840,ACC-104421,2026-04-12,Bug Report,Medium,,5.0
TCK-0007841,ACC-100620,2022-07-03,Feature Request,High,0.6,3.0
TCK-0007842,ACC-100620,21/07/2022,Feature Request,Low,3.6,4.0
TCK-0007843,ACC-103352,2024/05/06,Other,Medium,4.6,4.0
TCK-0007844,ACC-103352,2023/06/02,Integration Help,Medium,15.4,5.0
TCK-0007845,ACC-103352,03/22/2025,Bug Report,Medium,57.2,3.0
TCK-0007846,ACC-103352,2024/04/07,Onboarding,Low,6.8,5.0
TCK-0007847,ACC-104207,2023-09-27,Feature Request,Medium,3.2,
TCK-0007848,ACC-104207,2023-08-26,Feature Request,Medium,16.1,5.0
TCK-0007849,ACC-104207,2023-12-03,Account Access,Medium,12.7,5.0
TCK-0007850,ACC-104207,02/23/2023,Bug Report,Medium,9.4,4.0
TCK-0007851,ACC-103731,24-Apr-2026,Feature Request,Urgent,0.1,5.0
TCK-0007852,ACC-103731,2025-07-01,Bug Report,Low,5.7,5.0
TCK-0007853,ACC-105513,2025-09-09,Other,High,40.8,5.0
TCK-0007854,ACC-105513,03/12/2025,Bug Report,Medium,1.1,4.0
TCK-0007855,ACC-101886,2026-03-04,Onboarding,Urgent,,5.0
TCK-0007856,ACC-101886,02/05/2026,Bug Report,High,15.2,4.0
TCK-0007857,ACC-101886,2025-07-02,Billing,Low,4.9,1.0
TCK-0007858,ACC-101886,2026-01-19,Billing,Urgent,7.4,5.0
TCK-0007859,ACC-101886,2025-10-01,Integration Help,Medium,0.5,5.0
TCK-0007860,ACC-101886,29-May-2025,Integration Help,Low,31.9,5.0
TCK-0007861,ACC-101886,27-Feb-2026,Other,Low,1.7,4.0
TCK-0007862,ACC-102024,2024-09-28,Billing,Medium,3.0,
TCK-0007863,ACC-102024,2024-04-17,Feature Request,Low,6.2,
TCK-0007864,ACC-102024,2024-03-03,Bug Report,High,1.3,
TCK-0007865,ACC-102024,08/01/2024,Other,Low,25.3,3.0
TCK-0007866,ACC-102024,01-Jun-2024,Other,High,,
TCK-0007867,ACC-102024,2024-05-08,Onboarding,Low,5.7,4.0
TCK-0007868,ACC-102024,09/16/2024,Bug Report,Medium,1.2,3.0
TCK-0007869,ACC-102024,2024-11-23,Performance,Medium,10.3,5.0
TCK-0007870,ACC-102024,2024-09-07,Feature Request,Medium,30.7,
TCK-0007871,ACC-100644,2022-12-28,Other,Medium,32.0,5.0
TCK-0007872,ACC-100644,08/24/2025,Feature Request,Low,9.1,
TCK-0007873,ACC-100644,2023-07-10,Performance,Low,2.1,5.0
TCK-0007874,ACC-100644,2023-01-07,Other,Low,13.4,5.0
TCK-0007875,ACC-100644,2023-09-21,Onboarding,Low,17.0,1.0
TCK-0007876,ACC-100644,10/12/2023,Account Access,Medium,24.5,
TCK-0007877,ACC-105377,2025-02-21,Billing,Medium,7.2,4.0
TCK-0007878,ACC-105377,09/08/2025,Account Access,Low,18.1,5.0
TCK-0007879,ACC-105377,2025-06-27,Billing,High,16.4,4.0
TCK-0007880,ACC-105377,06/25/2025,Integration Help,Low,0.2,5.0
TCK-0007881,ACC-105377,03/04/2025,Onboarding,Low,23.1,2.0
TCK-0007882,ACC-105377,05/16/2025,Integration Help,Low,11.8,4.0
TCK-0007883,ACC-105377,2025-05-15,Billing,Medium,33.5,4.0
TCK-0007884,ACC-105377,08/19/2025,Onboarding,Medium,1.2,4.0
TCK-0007885,ACC-104553,2022-07-16,Billing,Urgent,6.4,
TCK-0007886,ACC-104553,2023-02-23,Billing,Low,20.4,5.0
TCK-0007887,ACC-104553,2024-11-09,Billing,Low,2.1,3.0
TCK-0007888,ACC-104553,2025-10-08,Performance,Medium,1.8,4.0
TCK-0007889,ACC-101897,2024-06-29,Performance,Low,10.7,5.0
TCK-0007890,ACC-101897,2025-11-26,Performance,Medium,,5.0
TCK-0007891,ACC-101897,2025-12-16,Other,High,6.2,4.0
TCK-0007892,ACC-101061,2024/07/19,Account Access,High,7.5,4.0
TCK-0007893,ACC-101061,2023-10-28,Account Access,Urgent,9.3,5.0
TCK-0007894,ACC-101061,2023-12-29,Feature Request,High,15.7,3.0
TCK-0007895,ACC-101061,2024-09-01,Integration Help,High,53.7,4.0
TCK-0007896,ACC-101061,2026-01-18,Performance,High,6.6,4.0
TCK-0007897,ACC-101061,2025-02-09,Onboarding,High,36.7,
TCK-0007898,ACC-101061,2024-02-26,Billing,High,10.9,5.0
TCK-0007899,ACC-101061,2024-08-24,Billing,High,1.3,5.0
TCK-0007900,ACC-101061,2024-11-19,Performance,Low,19.6,
TCK-0007901,ACC-101061,2025-05-04,Integration Help,High,19.8,3.0
TCK-0007902,ACC-101061,2024-10-23,Performance,High,,
TCK-0007903,ACC-101061,2024/10/16,Account Access,Low,16.4,4.0
TCK-0007904,ACC-101061,2023-06-30,Billing,Medium,0.6,1.0
TCK-0007905,ACC-104216,2025-08-29,Integration Help,Medium,42.6,
TCK-0007906,ACC-105274,07/24/2024,Feature Request,Low,6.2,
TCK-0007907,ACC-105274,2024-08-06,Other,Low,0.4,
TCK-0007908,ACC-100120,20/07/2023,Bug Report,Medium,3.9,3.0
TCK-0007909,ACC-100120,16-Feb-2024,Other,Urgent,0.2,4.0
TCK-0007910,ACC-102998,2025-07-10,Bug Report,Medium,7.2,5.0
TCK-0007911,ACC-102998,04/05/2022,Bug Report,Medium,2.1,5.0
TCK-0007912,ACC-102998,09/08/2024,Bug Report,Low,6.2,4.0
TCK-0007913,ACC-102998,2024-06-21,Billing,Medium,39.3,4.0
TCK-0007914,ACC-102998,04/10/2022,Other,Low,5.9,4.0
TCK-0007915,ACC-102998,2022-05-17,Performance,Medium,3.9,1.0
TCK-0007916,ACC-102998,05/06/2025,Feature Request,High,6.5,5.0
TCK-0007917,ACC-102970,07/29/2024,Onboarding,Low,16.1,
TCK-0007918,ACC-102970,2024/08/01,Other,Low,,5.0
TCK-0007919,ACC-102970,2024-06-21,Bug Report,Medium,0.1,5.0
TCK-0007920,ACC-102970,2024-07-01,Bug Report,Medium,2.4,4.0
TCK-0007921,ACC-105259,09/02/2025,Billing,Medium,9.6,4.0
TCK-0007922,ACC-105259,06/07/2025,Other,Low,1.3,
TCK-0007923,ACC-105259,2026-05-27,Performance,Low,13.2,5.0
TCK-0007924,ACC-105259,2023-02-06,Integration Help,High,10.7,4.0
TCK-0007925,ACC-105259,2025-06-23,Performance,Low,6.5,5.0
TCK-0007926,ACC-105259,2025-07-28,Feature Request,Low,12.2,5.0
TCK-0007927,ACC-105259,2022-08-01,Other,High,5.9,5.0
TCK-0007928,ACC-105259,02/26/2024,Onboarding,Low,0.3,3.0
TCK-0007929,ACC-104888,2024/11/12,Other,High,34.8,5.0
TCK-0007930,ACC-104888,2024-01-16,Bug Report,Low,5.0,4.0
TCK-0007931,ACC-104888,05/01/2023,Integration Help,High,47.7,2.0
TCK-0007932,ACC-104888,11-Mar-2026,Integration Help,High,14.1,5.0
TCK-0007933,ACC-104888,2023/09/27,Feature Request,Low,4.9,
TCK-0007934,ACC-103148,04/16/2023,Feature Request,Low,2.9,3.0
TCK-0007935,ACC-103148,2023-04-03,Other,High,7.2,4.0
TCK-0007936,ACC-103148,07/21/2023,Billing,Medium,0.3,4.0
TCK-0007937,ACC-101230,18-Apr-2023,Performance,High,18.2,4.0
TCK-0007938,ACC-101230,2023-09-03,Other,High,0.1,
TCK-0007939,ACC-101230,2023-09-25,Billing,Medium,6.5,4.0
TCK-0007940,ACC-101230,2022/11/25,Other,Medium,7.0,4.0
TCK-0007941,ACC-101230,2023-01-23,Account Access,High,0.5,4.0
TCK-0007942,ACC-101230,2022-11-10,Onboarding,Low,16.8,1.0
TCK-0007943,ACC-101230,2023-09-09,Bug Report,Medium,30.1,4.0
TCK-0007944,ACC-105644,2025-07-24,Performance,Low,1.6,
TCK-0007945,ACC-105644,2025/07/16,Bug Report,Low,11.6,5.0
TCK-0007946,ACC-103570,2023-06-27,Integration Help,Urgent,2.4,
TCK-0007947,ACC-103570,07/03/2026,Integration Help,High,11.8,4.0
TCK-0007948,ACC-103570,09/03/2025,Feature Request,Medium,4.7,5.0
TCK-0007949,ACC-103570,18/01/2023,Account Access,Low,15.0,4.0
TCK-0007950,ACC-103570,04/15/2025,Other,Urgent,4.4,5.0
TCK-0007951,ACC-103570,2023-01-30,Performance,Low,4.7,4.0
TCK-0007952,ACC-103570,01/01/2024,Onboarding,Low,15.5,
TCK-0007953,ACC-104160,04/08/2025,Integration Help,High,1.3,
TCK-0007954,ACC-104160,2024-09-28,Feature Request,Low,7.4,5.0
TCK-0007955,ACC-104160,2024-12-15,Billing,Low,2.0,5.0
TCK-0007956,ACC-105766,2024-03-21,Billing,High,6.8,
TCK-0007957,ACC-105766,03/02/2025,Bug Report,Medium,36.0,
TCK-0007958,ACC-103404,2023-02-13,Account Access,High,2.7,1.0
TCK-0007959,ACC-103404,2023-12-26,Feature Request,Low,5.7,4.0
TCK-0007960,ACC-103404,26/02/2023,Performance,Medium,3.9,4.0
TCK-0007961,ACC-103404,2023-04-26,Feature Request,High,7.8,
TCK-0007962,ACC-103404,02/11/2023,Integration Help,Low,3.5,4.0
TCK-0007963,ACC-100134,2026-04-06,Billing,Low,3.1,5.0
TCK-0007964,ACC-100134,2024-05-23,Other,High,5.3,3.0
TCK-0007965,ACC-100134,2025/09/12,Feature Request,Medium,12.4,5.0
TCK-0007966,ACC-100134,2024-02-08,Integration Help,High,-2.2,4.0
TCK-0007967,ACC-100134,2025-01-07,Billing,Low,2.0,
TCK-0007968,ACC-100134,2026-03-19,Bug Report,Medium,5.9,3.0
TCK-0007969,ACC-100134,2025-06-10,Bug Report,Urgent,1.6,5.0
TCK-0007970,ACC-100134,04/19/2026,Performance,High,15.2,5.0
TCK-0007971,ACC-100134,10/25/2024,Performance,Medium,3.8,5.0
TCK-0007972,ACC-103586,2025-08-29,Performance,Low,6.0,5.0
TCK-0007973,ACC-103586,2025-09-12,Other,Low,7.2,3.0
TCK-0007974,ACC-103586,2025-12-23,Account Access,Urgent,15.7,4.0
TCK-0007975,ACC-102653,24/10/2023,Other,High,6.4,
TCK-0007976,ACC-102653,11-Apr-2026,Performance,Medium,21.8,5.0
TCK-0007977,ACC-102653,2026-02-07,Other,Low,5.6,5.0
TCK-0007978,ACC-102653,07/08/2024,Other,Medium,1.0,5.0
TCK-0007979,ACC-104369,2024/08/25,Billing,Medium,30.3,5.0
TCK-0007980,ACC-104369,09/23/2024,Performance,Low,25.7,5.0
TCK-0007981,ACC-104369,2024-11-06,Other,High,0.4,5.0
TCK-0007982,ACC-104369,24/08/2024,Bug Report,Medium,3.6,5.0
TCK-0007983,ACC-104369,2024-11-12,Onboarding,High,5.2,3.0
TCK-0007984,ACC-103007,2023-05-13,Other,Low,0.4,4.0
TCK-0007985,ACC-103007,2026/05/23,Account Access,Low,41.0,3.0
TCK-0007986,ACC-103007,03/22/2025,Billing,Urgent,,3.0
TCK-0007987,ACC-103007,22-Apr-2024,Onboarding,High,10.1,2.0
TCK-0007988,ACC-103007,2023-05-22,Feature Request,Medium,26.2,5.0
TCK-0007989,ACC-103007,01/08/2026,Other,Medium,9.2,4.0
TCK-0007990,ACC-103007,2023-08-03,Billing,High,1.6,5.0
TCK-0007991,ACC-104258,11/01/2025,Bug Report,Low,10.7,5.0
TCK-0007992,ACC-104258,03/11/2026,Bug Report,Medium,1.8,4.0
TCK-0007993,ACC-104258,01/30/2026,Onboarding,High,10.5,
TCK-0007994,ACC-104258,2026-01-09,Billing,Low,27.5,4.0
TCK-0007995,ACC-104258,2025-08-04,Account Access,Medium,12.5,1.0
TCK-0007996,ACC-104258,2026-04-19,Feature Request,High,11.9,4.0
TCK-0007997,ACC-104258,2026-04-17,Onboarding,Low,12.0,5.0
TCK-0007998,ACC-101721,2024-04-10,Onboarding,Medium,1.9,4.0
TCK-0007999,ACC-101721,30-Oct-2023,Onboarding,Low,9.6,4.0
TCK-0008000,ACC-101721,2025-03-25,Other,Medium,5.2,5.0
TCK-0008001,ACC-101721,2023-04-13,Integration Help,Medium,13.8,4.0
TCK-0008002,ACC-101721,2022-10-20,Performance,Medium,30.9,5.0
TCK-0008003,ACC-101721,01/07/2025,Other,High,2.9,
TCK-0008004,ACC-103519,03/29/2026,Onboarding,High,48.7,5.0
TCK-0008005,ACC-103519,04-Oct-2025,Bug Report,Medium,4.8,4.0
TCK-0008006,ACC-103519,21/08/2024,Billing,Medium,4.5,5.0
TCK-0008007,ACC-103519,2025-12-27,Billing,High,3.4,4.0
TCK-0008008,ACC-103519,04/26/2024,Billing,Medium,30.9,4.0
TCK-0008009,ACC-100511,2025/04/15,Bug Report,Low,0.3,4.0
TCK-0008010,ACC-100511,11-Jun-2023,Billing,Low,,5.0
TCK-0008011,ACC-100511,2024-06-28,Performance,Low,23.7,
TCK-0008012,ACC-100511,2025-08-03,Performance,Medium,1.2,4.0
TCK-0008013,ACC-100511,19/05/2025,Account Access,Medium,,5.0
TCK-0008014,ACC-104120,2024-12-31,Billing,Low,3.4,1.0
TCK-0008015,ACC-104120,2024-04-18,Account Access,Low,14.1,5.0
TCK-0008016,ACC-100062,2025-12-21,Account Access,Low,,4.0
TCK-0008017,ACC-100062,28/02/2026,Account Access,Low,1.4,4.0
TCK-0008018,ACC-100062,02-Jul-2025,Other,High,4.5,3.0
TCK-0008019,ACC-101553,06/18/2024,Performance,Low,5.8,5.0
TCK-0008020,ACC-101553,2024-03-06,Bug Report,Low,54.4,4.0
TCK-0008021,ACC-101553,05/02/2024,Onboarding,Low,,5.0
TCK-0008022,ACC-101553,2024-02-03,Other,Low,10.7,4.0
TCK-0008023,ACC-103881,2024-07-08,Feature Request,High,10.3,
TCK-0008024,ACC-103881,01/23/2025,Other,Low,8.6,4.0
TCK-0008025,ACC-103881,2025-04-08,Other,Low,7.2,1.0
TCK-0008026,ACC-103881,07/11/2025,Onboarding,Low,3.3,5.0
TCK-0008027,ACC-105291,11/25/2023,Bug Report,High,6.5,2.0
TCK-0008028,ACC-105291,08/10/2023,Performance,Low,2.8,5.0
TCK-0008029,ACC-105291,2023-12-26,Onboarding,High,2.3,5.0
TCK-0008030,ACC-105714,05/25/2024,Bug Report,Medium,4.9,3.0
TCK-0008031,ACC-105714,2025-05-21,Onboarding,Low,18.4,3.0
TCK-0008032,ACC-105714,2023-11-15,Feature Request,Low,15.4,5.0
TCK-0008033,ACC-105714,2025-08-13,Performance,High,1.4,4.0
TCK-0008034,ACC-104151,2024-03-14,Other,Low,8.2,5.0
TCK-0008035,ACC-104151,2023-12-10,Feature Request,Low,0.3,5.0
TCK-0008036,ACC-102284,2023-03-25,Feature Request,High,20.9,3.0
TCK-0008037,ACC-102284,2022-06-16,Other,High,11.6,4.0
TCK-0008038,ACC-102284,2023-02-18,Account Access,Medium,3.2,
TCK-0008039,ACC-102284,09/01/2022,Other,Low,59.5,4.0
TCK-0008040,ACC-102284,2023-02-23,Integration Help,Low,9.3,4.0
TCK-0008041,ACC-105863,2025-12-29,Billing,High,14.9,
TCK-0008042,ACC-105863,2025-07-26,Bug Report,High,6.6,4.0
TCK-0008043,ACC-102153,2025-09-30,Integration Help,High,2.4,4.0
TCK-0008044,ACC-102153,2025-09-24,Other,Medium,46.4,1.0
TCK-0008045,ACC-100679,2023-10-07,Other,Low,38.6,3.0
TCK-0008046,ACC-100679,2025-09-05,Performance,Medium,26.6,3.0
TCK-0008047,ACC-100679,2023-11-20,Bug Report,Low,4.8,4.0
TCK-0008048,ACC-100679,04-May-2026,Feature Request,Medium,21.9,1.0
TCK-0008049,ACC-100679,2024-11-24,Account Access,Medium,6.2,1.0
TCK-0008050,ACC-100679,01/22/2026,Account Access,Low,16.4,2.0
TCK-0008051,ACC-103793,2026/01/30,Feature Request,Urgent,4.1,
TCK-0008052,ACC-103793,05/07/2026,Bug Report,Medium,1.2,5.0
TCK-0008053,ACC-103793,2025-12-06,Feature Request,High,2.6,4.0
TCK-0008054,ACC-103793,2025-11-02,Billing,High,16.0,3.0
TCK-0008055,ACC-101211,24-Jul-2025,Feature Request,High,7.6,4.0
TCK-0008056,ACC-101211,2025-10-14,Bug Report,Urgent,4.4,5.0
TCK-0008057,ACC-101211,2025-11-09,Other,Low,4.2,2.0
TCK-0008058,ACC-100122,05/16/2022,Account Access,High,10.6,5.0
TCK-0008059,ACC-100122,26/06/2022,Onboarding,Low,12.9,
TCK-0008060,ACC-100122,04/01/2023,Feature Request,Urgent,0.6,5.0
TCK-0008061,ACC-100122,15/02/2022,Onboarding,Low,3.0,
TCK-0008062,ACC-104024,2025-10-21,Onboarding,High,6.0,5.0
TCK-0008063,ACC-104024,08/11/2025,Billing,Medium,2.7,5.0
TCK-0008064,ACC-104024,2025-04-18,Feature Request,High,42.8,3.0
TCK-0008065,ACC-104024,2025-12-14,Integration Help,Low,17.6,2.0
TCK-0008066,ACC-102951,08/07/2025,Billing,Medium,26.6,1.0
TCK-0008067,ACC-102951,08/26/2023,Feature Request,Medium,,5.0
TCK-0008068,ACC-102951,06-Mar-2026,Account Access,Urgent,0.9,4.0
TCK-0008069,ACC-102951,2026-03-07,Feature Request,High,19.9,4.0
TCK-0008070,ACC-102951,2025-05-31,Account Access,Low,8.2,
TCK-0008071,ACC-102951,2025-11-04,Integration Help,Medium,5.2,5.0
TCK-0008072,ACC-102951,22/06/2023,Feature Request,Low,6.2,5.0
TCK-0008073,ACC-104144,02/01/2026,Billing,Urgent,1.9,3.0
TCK-0008074,ACC-104144,06/08/2025,Integration Help,Low,19.7,
TCK-0008075,ACC-104144,2025-09-23,Bug Report,Medium,11.3,3.0
TCK-0008076,ACC-104144,03/10/2025,Bug Report,High,8.3,3.0
TCK-0008077,ACC-104144,02/07/2026,Performance,Medium,1.5,5.0
TCK-0008078,ACC-104144,2026-01-15,Bug Report,Low,1.2,2.0
TCK-0008079,ACC-104144,2026/05/25,Bug Report,Low,2.3,5.0
TCK-0008080,ACC-104144,2025-11-05,Performance,Urgent,2.7,5.0
TCK-0008081,ACC-103578,2024-10-22,Other,Medium,8.0,5.0
TCK-0008082,ACC-103578,2025-05-28,Integration Help,Low,6.6,3.0
TCK-0008083,ACC-103578,2025-04-15,Onboarding,Medium,10.0,5.0
TCK-0008084,ACC-105319,2024-10-28,Other,High,0.9,5.0
TCK-0008085,ACC-105319,02/01/2023,Onboarding,Medium,14.5,4.0
TCK-0008086,ACC-105319,2026-03-25,Account Access,Medium,5.9,5.0
TCK-0008087,ACC-105319,12/01/2025,Other,Medium,0.5,
TCK-0008088,ACC-105319,07/31/2025,Other,High,11.0,5.0
TCK-0008089,ACC-105319,2026-03-11,Billing,Low,34.7,1.0
TCK-0008090,ACC-105319,2024-11-12,Account Access,Medium,9.8,3.0
TCK-0008091,ACC-101210,04/20/2024,Bug Report,Low,14.2,4.0
TCK-0008092,ACC-101210,2024-03-07,Other,Low,35.1,4.0
TCK-0008093,ACC-101210,11/07/2025,Performance,Low,26.3,5.0
TCK-0008094,ACC-100567,2025-05-31,Billing,Medium,1.9,4.0
TCK-0008095,ACC-100567,2025-05-29,Feature Request,Low,5.9,3.0
TCK-0008096,ACC-103153,10/08/2025,Bug Report,Urgent,7.3,
TCK-0008097,ACC-103153,29-Oct-2023,Billing,Medium,0.7,4.0
TCK-0008098,ACC-103153,09/05/2025,Bug Report,Medium,27.9,4.0
TCK-0008099,ACC-103153,07/08/2024,Account Access,Medium,9.7,4.0
TCK-0008100,ACC-103153,01/10/2025,Performance,Medium,10.8,1.0
TCK-0008101,ACC-103153,2025-07-02,Performance,Medium,,3.0
TCK-0008102,ACC-103153,05/22/2024,Bug Report,Medium,2.9,4.0
TCK-0008103,ACC-103153,11/02/2024,Bug Report,High,11.0,4.0
TCK-0008104,ACC-103153,2025-09-13,Account Access,Low,6.6,5.0
TCK-0008105,ACC-104314,26/05/2025,Performance,Urgent,5.2,
TCK-0008106,ACC-104314,2024/07/02,Feature Request,Low,,5.0
TCK-0008107,ACC-100864,2025-08-30,Performance,Medium,11.0,1.0
TCK-0008108,ACC-104602,2024-11-08,Performance,Urgent,14.1,4.0
TCK-0008109,ACC-104602,2022-04-07,Integration Help,High,12.0,
TCK-0008110,ACC-104602,2022-10-17,Performance,Urgent,2.5,5.0
TCK-0008111,ACC-101392,2025-01-23,Account Access,Medium,6.6,2.0
TCK-0008112,ACC-101392,02/14/2025,Billing,Low,23.1,5.0
TCK-0008113,ACC-104561,07/12/2025,Bug Report,High,3.4,3.0
TCK-0008114,ACC-104561,2025-05-16,Account Access,Medium,30.5,5.0
TCK-0008115,ACC-104561,2026-01-30,Integration Help,Low,17.3,5.0
TCK-0008116,ACC-103276,2024-11-22,Onboarding,Medium,46.9,4.0
TCK-0008117,ACC-105200,2025-11-07,Performance,Low,0.6,
TCK-0008118,ACC-105200,2024-06-22,Feature Request,Medium,1.0,2.0
TCK-0008119,ACC-105200,07/02/2023,Billing,Low,-23.9,
TCK-0008120,ACC-105200,09/24/2025,Performance,Low,17.7,5.0
TCK-0008121,ACC-105200,08/12/2025,Onboarding,Medium,30.2,
TCK-0008122,ACC-105200,27/03/2024,Integration Help,Low,27.8,
TCK-0008123,ACC-105200,2024-01-30,Performance,Urgent,,
TCK-0008124,ACC-102114,28-Jun-2023,Feature Request,High,,
TCK-0008125,ACC-102114,2024-08-03,Other,Medium,5.9,4.0
TCK-0008126,ACC-103163,2025-05-03,Billing,Medium,5.0,4.0
TCK-0008127,ACC-103163,2026-01-31,Onboarding,Medium,3.1,4.0
TCK-0008128,ACC-103163,2025-01-22,Integration Help,Medium,7.4,
TCK-0008129,ACC-103163,2024-06-28,Account Access,Low,6.0,4.0
TCK-0008130,ACC-100720,01-Jun-2025,Account Access,Low,4.1,4.0
TCK-0008131,ACC-100720,14/07/2025,Account Access,Urgent,2.8,5.0
TCK-0008132,ACC-100720,2025-08-21,Onboarding,Medium,8.0,3.0
TCK-0008133,ACC-100720,2025-11-24,Billing,Low,0.9,4.0
TCK-0008134,ACC-103951,2025-08-03,Feature Request,Low,41.3,4.0
TCK-0008135,ACC-103951,02/14/2025,Account Access,High,12.1,5.0
TCK-0008136,ACC-105888,30-Jun-2024,Feature Request,Medium,2.6,2.0
TCK-0008137,ACC-105888,03/03/2024,Billing,Medium,6.8,4.0
TCK-0008138,ACC-105888,2024-05-17,Billing,Medium,1.5,3.0
TCK-0008139,ACC-105888,04/26/2024,Feature Request,High,22.1,3.0
TCK-0008140,ACC-105888,2024-06-23,Other,Low,6.6,
TCK-0008141,ACC-100690,2025/06/10,Onboarding,Urgent,,4.0
TCK-0008142,ACC-105537,2022-08-21,Other,High,17.8,
TCK-0008143,ACC-105537,22-May-2022,Bug Report,High,15.0,2.0
TCK-0008144,ACC-101773,2023-12-16,Account Access,Urgent,16.9,1.0
TCK-0008145,ACC-100602,24/05/2025,Onboarding,Medium,0.9,
TCK-0008146,ACC-100602,05-Jan-2025,Bug Report,Medium,2.2,4.0
TCK-0008147,ACC-100602,05/12/2023,Performance,Low,8.6,5.0
TCK-0008148,ACC-103167,01-Oct-2025,Integration Help,High,39.5,4.0
TCK-0008149,ACC-103167,12/26/2025,Bug Report,Low,5.8,
TCK-0008150,ACC-103167,2024-11-04,Bug Report,High,3.0,4.0
TCK-0008151,ACC-102728,17/05/2025,Account Access,Medium,6.8,5.0
TCK-0008152,ACC-102728,2025-02-15,Account Access,Low,11.0,3.0
TCK-0008153,ACC-102728,2025-04-01,Performance,Low,11.7,4.0
TCK-0008154,ACC-102728,27-Feb-2025,Feature Request,High,20.4,5.0
TCK-0008155,ACC-102476,2025-07-29,Billing,High,0.4,4.0
TCK-0008156,ACC-102476,2025-09-10,Account Access,High,7.8,3.0
TCK-0008157,ACC-102476,24-Mar-2026,Feature Request,Medium,21.5,5.0
TCK-0008158,ACC-102476,2025-08-22,Account Access,Low,28.2,
TCK-0008159,ACC-102476,12/26/2025,Bug Report,Medium,,
TCK-0008160,ACC-102476,19/07/2025,Bug Report,Low,12.1,
TCK-0008161,ACC-102476,09/11/2025,Billing,Urgent,5.8,4.0
TCK-0008162,ACC-105577,2025/02/18,Bug Report,Low,43.6,5.0
TCK-0008163,ACC-105577,10/25/2024,Billing,Medium,4.0,
TCK-0008164,ACC-105577,2026-03-11,Integration Help,Medium,26.7,5.0
TCK-0008165,ACC-105577,2025-05-26,Account Access,Medium,7.2,3.0
TCK-0008166,ACC-104423,23-Dec-2023,Onboarding,Low,52.1,4.0
TCK-0008167,ACC-104423,08/28/2024,Performance,High,4.5,5.0
TCK-0008168,ACC-100503,12/14/2024,Performance,Medium,18.8,3.0
TCK-0008169,ACC-100503,2024-09-23,Bug Report,High,19.2,3.0
TCK-0008170,ACC-100503,07/13/2025,Performance,Low,18.5,5.0
TCK-0008171,ACC-100503,2025-01-28,Bug Report,Medium,1.1,1.0
TCK-0008172,ACC-104564,03/03/2023,Account Access,Low,34.9,3.0
TCK-0008173,ACC-104564,03-Jan-2024,Performance,Medium,6.9,5.0
TCK-0008174,ACC-104564,2023-10-07,Performance,Medium,20.0,3.0
TCK-0008175,ACC-104564,10/29/2023,Account Access,Low,6.0,
TCK-0008176,ACC-104564,23-Sep-2023,Bug Report,Medium,4.1,2.0
TCK-0008177,ACC-100318,2023-06-03,Feature Request,Medium,1.7,4.0
TCK-0008178,ACC-100318,2023-07-20,Bug Report,Medium,2.1,1.0
TCK-0008179,ACC-100318,01/02/2023,Onboarding,Low,5.5,4.0
TCK-0008180,ACC-102841,2023/11/01,Performance,Medium,,
TCK-0008181,ACC-102841,2023-09-29,Account Access,Medium,3.2,
TCK-0008182,ACC-102841,2023-10-30,Feature Request,Low,2.7,3.0
TCK-0008183,ACC-102841,2024/08/18,Performance,High,1.7,4.0
TCK-0008184,ACC-102841,2024-07-21,Performance,Medium,29.1,5.0
TCK-0008185,ACC-102841,07/30/2024,Bug Report,Medium,8.2,3.0
TCK-0008186,ACC-101919,2024-08-22,Billing,Low,20.0,
TCK-0008187,ACC-101919,2024-08-09,Integration Help,Low,3.4,4.0
TCK-0008188,ACC-101919,2024-09-01,Performance,Low,7.8,2.0
TCK-0008189,ACC-100274,2025-11-12,Account Access,Medium,4.0,
TCK-0008190,ACC-100274,2026-01-10,Integration Help,Medium,8.3,5.0
TCK-0008191,ACC-100274,2026-01-16,Account Access,Medium,12.1,
TCK-0008192,ACC-100274,18-Dec-2025,Bug Report,High,3.6,1.0
TCK-0008193,ACC-100274,14-Jan-2026,Other,Low,0.6,4.0
TCK-0008194,ACC-100274,2025-06-29,Account Access,Medium,14.3,4.0
TCK-0008195,ACC-105227,14/10/2023,Bug Report,Medium,15.9,5.0
TCK-0008196,ACC-105227,2025-11-11,Account Access,Medium,15.9,4.0
TCK-0008197,ACC-105227,2026-01-17,Feature Request,Low,7.5,3.0
TCK-0008198,ACC-105227,16/08/2023,Bug Report,Low,7.1,3.0
